question_id,txt,reviewer_id,reviewee_id,round,comment,answer,name,instructor_grade,weights,Points
7140,Is the admin able to login using their credentials?,45303,33874,1,"<p>Yes, admin can login</p>",5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45305,33868,1,,5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45303,33867,1,"<p>Yes ,admin can login with&nbsp; admin@example.com - admin</p>",5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45316,33868,1,<p>Yes. The admin can login with the credentials specified in the README document</p>,5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45308,33870,1,<p>Login works great.</p>,5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45314,33870,1,,5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45314,33874,1,,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45314,33879,1,,5,SJS,1,1,
7140,Is the admin able to login using their credentials?,45314,33867,1,,5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45318,33864,1,"<p>yes, works just fine.</p>",5,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45322,33868,1,<p>The admin is well able to log in using the credentials provided in the README document.</p>,5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45311,33867,1,,5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45298,33864,1,"<p>Yes, I was able to log in with the Admin credentials provided.</p>",5,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45311,33870,1,,5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45299,33877,1,<p>Nothing is deployed.</p>,1,Whales_on_Rails,0,1,
7140,Is the admin able to login using their credentials?,45299,33874,1,<p>Admins logs in.</p>,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45316,33874,1,<p>Yes!&nbsp;</p>,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45316,33864,1,<p>Yes this was doable. You may to do the admin login in the form of an email as in case of a user. But its upto you really!</p>,5,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45305,33866,1,,5,Hello,1,1,
7140,Is the admin able to login using their credentials?,45322,33864,1,"<p>Yes, admin is able to log in with the credentials provided in the README</p>",5,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45316,33866,1,"<p>Yes.</p>
<p>You may want to change the xxxxx.xxx format though! It took me a while to get in and I finally copy pasted it from your README!</p>",5,Hello,1,1,
7140,Is the admin able to login using their credentials?,45323,33870,1,,5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45300,33866,1,"<p>Yes, works fine.</p>",5,Hello,1,1,
7140,Is the admin able to login using their credentials?,45301,33867,1,<p>Yes</p>,5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45317,33866,1,"<p>Yes, but not with the instructions provided in the README.md file. I had to type&nbsp; <strong>admin@xxxxx&nbsp;</strong>for the email to get it to work (no .xxx at the end)</p>
<p>&nbsp;</p>",3,Hello,1,1,
7140,Is the admin able to login using their credentials?,45300,33868,1,<p>yes</p>,5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45301,33879,1,<p>Yes&nbsp;<br />Working</p>,5,SJS,1,1,
7140,Is the admin able to login using their credentials?,45300,33877,1,<p>Heroku app not deployed. Cannot access the app. Link redirects to Heroku Documentation</p>,1,Whales_on_Rails,0,1,
7140,Is the admin able to login using their credentials?,45301,33864,1,<p>Yes Working</p>,5,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45297,33879,1,"<p>Works completely</p>
<div id=""gtx-trans"" style=""position: absolute; left: -48px; top: -17px;"">&nbsp;</div>",,SJS,1,1,
7140,Is the admin able to login using their credentials?,45300,33864,1,<p>yes</p>,5,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45301,33868,1,<p>Working</p>,5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45315,33877,1,,,Whales_on_Rails,0,1,
7140,Is the admin able to login using their credentials?,45315,33868,1,,5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45308,33874,1,<p>Able to log in.</p>,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45318,33867,1,<p>yes</p>,5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45306,33866,1,,1,Hello,1,1,
7140,Is the admin able to login using their credentials?,45315,33879,1,,5,SJS,1,1,
7140,Is the admin able to login using their credentials?,45318,33866,1,<p>i wasnt able to login with admin</p>,1,Hello,1,1,
7140,Is the admin able to login using their credentials?,45306,33877,1,"<p>There is no functionality, the website just says refer to heroku documentation for deploying</p>",1,Whales_on_Rails,0,1,
7140,Is the admin able to login using their credentials?,45309,33864,1,<p>Yes</p>,5,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45306,33870,1,,5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45297,33870,1,"<p>Yes, the admin is able to login using their credentials.</p>",5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45318,33874,1,,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45306,33874,1,,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45310,33877,1,"<p>When I follow the links above I'm taken to an empty Heroku app and the github repo is still private, so I get a 404. (link to an encoded gif of me attempting this: <a href=""https://gfycat.com/freeyawningape"" target=""_blank"">https://gfycat.com/freeyawningape</a>). I did try a variety of subdirectories like /login, /signup, /flight, /flights, etc but the app does appear to be empty.</p>
<p>Furthermore, the README.md file which might provide some insight on how to proceed appears to be missing from this submission as well.</p>
<p>Unfortunately I'm unable to provide any constructive feedback on the empty app but I'd be happy to follow up with your team if you are able to reach out with any guidance on how to proceed.</p>
<p>&nbsp;</p>
<p><iframe src=""https://gfycat.com/ifr/FreeYawningApe"" width=""640"" height=""404"" frameborder=""0"" scrolling=""no"" allowfullscreen=""allowfullscreen""></iframe></p>",1,Whales_on_Rails,0,1,
7140,Is the admin able to login using their credentials?,45309,33879,1,,5,SJS,1,1,
7140,Is the admin able to login using their credentials?,45310,33864,1,<p>It's a little counter-intuitive that everyone but the admin logs in via their email. I just checked the user # show for admin and noticed that admin has an invalid email address. I'd suggest giving the admin a valid email address and update your readme with that info if possible but this is a small request.</p>,4,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45299,33868,1,<p>Admin logs in</p>,5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45310,33879,1,,5,SJS,1,1,
7140,Is the admin able to login using their credentials?,45317,33879,1,,5,SJS,1,1,
7140,Is the admin able to login using their credentials?,45309,33877,1,,1,Whales_on_Rails,0,1,
7140,Is the admin able to login using their credentials?,45317,33874,1,,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45310,33867,1,,5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45317,33870,1,,5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45302,33870,1,"<p>Yes, admin is able to login using their credentials. I could be wrong, but I do think using emails as login credentials is not the most secure practice, but other than that it is fine.</p>",5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45303,33866,1,<p>Can't login with the provided info&nbsp;admin@xxxxx.xxx and 123456</p>,1,Hello,1,1,
7140,Is the admin able to login using their credentials?,45302,33864,1,"<p>Yes, the admin credentials worked.</p>",5,HimesMakthalHanna,1,1,
7140,Is the admin able to login using their credentials?,45320,33870,1,<p>Yes able to login successfully. Takes in all necessary value and used name and password is verified.&nbsp;</p>,5,Tuffy,1,1,
7140,Is the admin able to login using their credentials?,45322,33867,1,"<p>Yes, I was able to log in as admin using the credentials provided in the README.</p>",5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45320,33874,1,<p>yes login is successful</p>,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45323,33874,1,,5,HPA2,1,1,
7140,Is the admin able to login using their credentials?,45320,33867,1,<p>yes able to login</p>,5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45319,33879,1,<p>Yes I tested this feature and it woked as I expected</p>,5,SJS,1,1,
7140,Is the admin able to login using their credentials?,45323,33877,1,,2,Whales_on_Rails,0,1,
7140,Is the admin able to login using their credentials?,45320,33868,1,<p>yes login is successful</p>,5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45323,33867,1,,5,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45302,33866,1,"<p>I am not sure why, but the account credentials admin@xxxxx.xxx/123456 do not seem to work.&nbsp;</p>",1,Hello,1,1,
7140,Is the admin able to login using their credentials?,45319,33867,1,<p>No was not able to login with admin credentials</p>,1,Super Dope Team Name,1,1,
7140,Is the admin able to login using their credentials?,45322,33868,0,"<p>Yes, the admin is able to use their credentials</p>",5,BrickyardAirlines,1,1,
7140,Is the admin able to login using their credentials?,45322,33867,0,"<p>Yes, the admin is able to log in using their credentials.</p>",5,Super Dope Team Name,1,1,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45303,33874,1,<p>CRUD functions works properly.</p>,,HPA2,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45305,33868,1,"<p>While these functions all work completely, an area of improvement I can suggest is adding a way to manage feedback and reservations through the UI. I couldn't find a way to get there with any of the links available, I had to manually go to `/feedbacks` and `/reservations` to manage those.</p>",5,BrickyardAirlines,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45303,33867,1,"<p>When admin click on the View Reservation link on&nbsp;<a href=""http://165.227.113.137:3000/users/2"">http://165.227.113.137:3000/users/2</a>, a rails error page pop up.</p>
<p>&nbsp;</p>
<p><span style=""font-size: 11px;"">Error-SQLite3::ConstraintException: UNIQUE constraint failed: flights.flight_number when creating flight.<br /><br />Error-</span><span style=""background-color: #fafafa; color: #333333; white-space: pre-wrap;"">undefined method `past?' for nil:NilClass when click on manage flight<br /><br /></span></p>
<p>Error-<span style=""background-color: #fafafa; color: #333333; white-space: pre-wrap;"">undefined method `past?' for nil:NilClass when click on new reservation<br /><br />No link for feedback relative action.</span></p>",1,Super Dope Team Name,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45316,33868,1,"<p>Yes, the admin's functionality is all present as mentioned in the specifications</p>",5,BrickyardAirlines,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45308,33870,1,"<p>Admin is able to create/view/update/delete flights, users.<br />Admin can view reservations they have made but&nbsp;unable to tell what user.<br />Feedback page would not open and threw an error.<br /><br />Overall great! Functions smoothly and interface is easy to read and buttons are placed well. I had no issues interacting with users and flights. Admin has no issues viewing reservations but it would be really great if they could see the user that made the reservation as well! When I tried to view feedback I ran into an error so there may be a path issue there.</p>",3,Tuffy,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45314,33870,1,<p>Error when clicking feedback on homepage</p>,4,Tuffy,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45314,33874,1,,5,HPA2,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45314,33879,1,<p>Feedback doesn't seem setup</p>,4,SJS,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45314,33867,1,,5,Super Dope Team Name,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45318,33864,1,"<p>I could view everything as admin except feedbacks.</p>
<p>all the edit existing reservations button led to an error.&nbsp;<br /><br />I couldn't find anything about feedbacks.&nbsp;</p>",3,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45322,33868,1,"<p>For feedback, as admin, I was not able to create or edit feedback. I got an error saying that ""Reservation has already been taken"". But I was able to destroy.</p>
<p>I was able to create, update, and delete users</p>
<p>I was not able to create a reservation but I could edit, update and destroy</p>
<p>&nbsp;</p>",4,BrickyardAirlines,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45311,33867,1,"<p>The flight departure time is showing&nbsp;<span style=""color: #333333; font-family: verdana, arial, helvetica, sans-serif; font-size: 13px;"">2000-01-01 which is the wrong info and unecessary.&nbsp;</span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",4,Super Dope Team Name,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45298,33864,1,"<p>Yes, but upon adding a new flight, editing it, and going back to index.html.erb, I noticed I could not reserve the flight I had just created. Not allowed to edit reservations as an Admin. Feedback feature not found.</p>",3,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45311,33870,1,,5,Tuffy,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45299,33877,1,<p>Nothing is deployed.</p>,1,Whales_on_Rails,0,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45299,33874,1,<p>Departure time says 2000-01-01 always.</p>,4,HPA2,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45316,33874,1,"<p>Yes the admin has the functionality to create, view, edit and delete users/flights/reservations/feedbacks</p>",5,HPA2,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45316,33864,1,"<p>So as an admin, the following worked:</p>
<ul>
<li>Creation, view, updation and deletion of new user.</li>
<li>Creation, view, updation and deletion&nbsp;of a reservation</li>
<li>Creation, view, updation and deletion&nbsp;of a new flight.</li>
</ul>
<p>The following needs work:</p>
<ul>
<li>The feedback functionality hasn't been implemented yet.</li>
<li>There is no option to edit a reservation. The edit link leads to a broken page.</li>
</ul>
<p>&nbsp;</p>",3,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45305,33866,1,,3,Hello,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45322,33864,1,"<p>I was able to create/view/update/delete flights</p>
<p>I was able to create/view/update/delete users</p>
<p>I was able to create/view/delete reservation but not edit</p>
<p>I was NOT able to create/view/update/delete feedback</p>
<p>&nbsp;</p>",4,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45316,33866,1,<p>Yes. The feedback is in progress.</p>,4,Hello,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45323,33870,1,,5,Tuffy,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45300,33866,1,"<p>Yes admin can create/view/edit/destroy users.</p>
<p>Yes admin can create/view/edit flights. Flight destroy not working.</p>
<p>Yes admin can create/view/edit/destroy reservations. NOTE: for a user, reservation can be made on anyones name or email irrespective of actual details of user. Flight seats not decreasing.</p>
<p>&nbsp;Admin cannot add a feedback. In general we cannot create a feedback. Always returns ""user not found"". We can view reservation. Infact options have been provided to add feedback for upcoming flights too, which shouldnt be there</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",3,Hello,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45301,33867,1,"<p>Yes admin can create / view / update / detele users.</p>
<p>Yes admin can create / view / update / detele feedback.</p>
<p>Yes admin can create / view / update / detele flights.</p>
<p>create reservations not working.&nbsp;</p>",3,Super Dope Team Name,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45317,33866,1,,5,Hello,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45300,33868,1,"<p>admin can insert and view users. he cannot edit users as their password is required. Users can be destroyed.</p>
<p>&nbsp;admin can insert, update, delete and view flights.</p>
<p>admin can view, update, delete and add reservations.</p>
<p>&nbsp;errror in creating feedbacks. they can be viewd though. editing is possible. delete can also be done.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",4,BrickyardAirlines,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45301,33879,1,"<p>1. Upon trying to destroy admin. application crashes. Admin profile update crashing the code.<br />2. Users CRUD working.&nbsp;<br />3. Admin can perform CRUD operations on flights. But upon successful reservation by admin, the 'show reservations ' link is not working.<br />4. admin can create, view/update/delete feedback.</p>",4,SJS,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45300,33877,1,<p>Heroku app not deployed. Cannot access the app. Link redirects to Heroku Documentation</p>,1,Whales_on_Rails,0,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45301,33864,1,<p>1. Destroy flights not working.&nbsp;<br />2. Destroy users not working.<br />3. No feedback access to admin.<br />4. Edit reservation not working.</p>,1,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45297,33879,1,"<p>Works completely</p>
<div id=""gtx-trans"" style=""position: absolute; left: -51px; top: 25.3333px;"">&nbsp;</div>",,SJS,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45300,33864,1,"<p>Flights - cannot destroy, but can view, edit, and create.</p>
<p>Users - can create, view,edit but not destroy</p>
<p>&nbsp;Feedback module not implemented</p>
<p>Reservation - can create, but not edit, can destroy</p>
<p>&nbsp;</p>",2,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45301,33868,1,<p>1. Create feedback not working.<br />2.&nbsp; Every other admin functionality working properly.</p>,4,BrickyardAirlines,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45315,33877,1,,,Whales_on_Rails,0,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45315,33868,1,,5,BrickyardAirlines,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45308,33874,1,<p>All seems to work as expected.</p>,5,HPA2,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45318,33867,1,<p>yea would be nice to have a back button or home had to navigate with browser few pages deep</p>,5,Super Dope Team Name,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45306,33866,1,,1,Hello,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45315,33879,1,<p>Cant Seem to make a reservation</p>,4,SJS,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45318,33866,1,<p>i wasnt able to login with admin</p>,1,Hello,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45306,33877,1,,1,Whales_on_Rails,0,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45309,33864,1,,5,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45306,33870,1,"<p>not able to update reservations, view feedback</p>",3,Tuffy,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45297,33870,1,"<p>Yes, the admin able to create/view/update/delete flights/feedback/reservations. Not users yet</p>",5,Tuffy,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45318,33874,1,,5,HPA2,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45306,33874,1,,5,HPA2,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45310,33877,1,"<p>Unfortunately, I'm unable to provide any constructive feedback on the empty app but I'd be happy to follow up with your team if you are able to share guidance on how to proceed.</p>",1,Whales_on_Rails,0,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45309,33879,1,,5,SJS,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45310,33864,1,"<p>There's a major bug where I'm unable to destroy the two user accounts I created without a rails exception (masked by Heroku's ""something went wrong"").</p>
<p>There's a minor bug where I'm unable to purchase a ticket for a flight that leaves tomorrow (3-1-21) at 19:50 UTC. The current datetime is 2021 - 03 - 01 x <span id=""ct"" class=""h1"">03:54:17</span> <span id=""cta"">UTC so I should be able to reserve this flight. It looks like you've got the year-2000 time 'bug' from storing date/time separately, you might look into updating your time type into a datetime, which simplifies the calculation of whether a flight has or has not happened yet for all your comparisons. Also it would be nice if arrival times could be set for flights as employees enter the data into the system.<br /></span></p>",3,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45299,33868,1,<p>Everything works here.</p>,5,BrickyardAirlines,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45310,33879,1,"<ul>
<li>I am able to create a user with a blank phone number, address, and invalid email format (temp#user).</li>
</ul>
<ul>
<li>I get a rails exception (we're sorry, something went wrong) after booking as admin on a flight I created as admin (Rails id 5, RDU-ORD, https://young-hollows-26095.herokuapp.com/flights/5) when trying to navigate ""back"" using browser-back through the app.</li>
<li>I Notice that ""past Flights"" shows flights with departure date not the same as ""departure time"" datetime field. This throws off the sort-by-past-and-future view but nice work on getting that liststyle implemented.</li>
<li>I get a rails exception when adding a credit card with invalid data (too many card numbers). I am permitted to add expired credit cards.</li>
</ul>",3,SJS,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45317,33879,1,"<p>Something went wrong when I tried to update an existing flight, but everything else seems to work fine</p>",4,SJS,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45309,33877,1,,1,Whales_on_Rails,0,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45317,33874,1,,5,HPA2,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45310,33867,1,"<p>Many things work well, great work on the flight search.&nbsp; A few notes:</p>
<ul>
<li>Flight#destroy takes me to flight#show and doesn't appear to destroy the object when I'm logged in as admin.</li>
<li>User#destroy (and delete user link inside user#show) takes me to user#show and doesn't delete the user</li>
<li>Unable to test reservations#destroy because reservations#index renders a blank list</li>
<li>After ""make reservation"" I do see my reservation and confirmation number, but when I click&nbsp; manage reservations on the home page, I get an empty list of reservations as admin.</li>
</ul>
<ul>
<li>I'm able to leave feedback on any past flight, not just past flights that I have a reservation for.</li>
</ul>",3,Super Dope Team Name,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45317,33870,1,"<p>Something went wrong with feedback, but everything else seems fine</p>",3,Tuffy,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45302,33870,1,"<p>Flights - Create works, view works, update works, delete works. - nice job</p>
<p>Users - create works, view works, update works, delete works. - nice job</p>
<p>Feedback - for some reason, I think I accessed feedback once, but now it no longer allows me to. I am not sure what the issue might be. It seems like I can create one from the reservations page, but I have no way of telling as of now.</p>
<p>Reservations - create works, view works, update&nbsp;does not work, I am redirected to a home page.</p>",4,Tuffy,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45303,33866,1,<p>Can't test it since can not login as an admin</p>,1,Hello,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45302,33864,1,"<p>Flights - admin can create, view, and edit flights - however, only some flights could be deleted. It seemed to be only the flights that didn't have ""reserve flight"" button next to them.</p>
<p>Users - Admin can create, view, and edit users - again however only some users could be deleted. Not obvious to me why.</p>
<p>Feedback - Admin&nbsp;<span style=""text-decoration: underline;"">cannot</span> create, view, edit, or delete feedbacks - it doesn't appear feedbacks have been implemented.</p>
<p>Reservations - Admin can create, view, and destroy reservations - however, it appears reservations are not editable.&nbsp;</p>",3,HimesMakthalHanna,4,4,
7141,Is the admin able to create/view/update/delete flights/users/feedback/reservations?,45320,33870,1,<p>All functionalities have been implemented for flights except creating reservations and feedback.</p>,4,Tuffy,4,4,
